HVAEP1_G000001	HVAEP1_T000001.1
HVAEP1_G014982	HVAEP1_T014982.1
HVAEP1_G014983	HVAEP1_T014983.1
HVAEP1_G014984	HVAEP1_T014984.1
HVAEP1_G014985	HVAEP1_T014985.1
HVAEP1_G014986	HVAEP1_T014986.1
HVAEP1_G014987	HVAEP1_T014987.1
HVAEP1_G014988	HVAEP1_T014988.1
HVAEP1_G014989	HVAEP1_T014989.1
HVAEP1_G014989	HVAEP1_T014989.2
HVAEP1_G014989	HVAEP1_T014989.3
HVAEP1_G014990	HVAEP1_T014990.1
HVAEP1_G014991	HVAEP1_T014991.1
HVAEP1_G014991	HVAEP1_T014991.2
HVAEP1_G014991	HVAEP1_T014991.3
HVAEP1_G014992	HVAEP1_T014992.1
HVAEP1_G014993	HVAEP1_T014993.1
HVAEP1_G014994	HVAEP1_T014994.1
HVAEP1_G014995	HVAEP1_T014995.1
HVAEP1_G014996	HVAEP1_T014996.1
HVAEP1_G014996	HVAEP1_T014996.2
HVAEP1_G014997	HVAEP1_T014997.1
HVAEP1_G014997	HVAEP1_T014997.2
HVAEP1_G014998	HVAEP1_T014998.1
HVAEP1_G014999	HVAEP1_T014999.1
HVAEP1_G015000	HVAEP1_T015000.1
HVAEP1_G015001	HVAEP1_T015001.1
HVAEP1_G015002	HVAEP1_T015002.1
HVAEP1_G015003	HVAEP1_T015003.1
HVAEP1_G015004	HVAEP1_T015004.1
HVAEP1_G015005	HVAEP1_T015005.1
HVAEP1_G015005	HVAEP1_T015005.2
HVAEP1_G015005	HVAEP1_T015005.3
HVAEP1_G015006	HVAEP1_T015006.1
HVAEP1_G015007	HVAEP1_T015007.1
HVAEP1_G015008	HVAEP1_T015008.1
HVAEP1_G015009	HVAEP1_T015009.1
HVAEP1_G015010	HVAEP1_T015010.1
HVAEP1_G015010	HVAEP1_T015010.2
HVAEP1_G015011	HVAEP1_T015011.1
HVAEP1_G015012	HVAEP1_T015012.1
HVAEP1_G015013	HVAEP1_T015013.1
HVAEP1_G015014	HVAEP1_T015014.1
HVAEP1_G015015	HVAEP1_T015015.1
HVAEP1_G015016	HVAEP1_T015016.1
HVAEP1_G015017	HVAEP1_T015017.1
HVAEP1_G015018	HVAEP1_T015018.1
HVAEP1_G015019	HVAEP1_T015019.1
HVAEP1_G015020	HVAEP1_T015020.1
HVAEP1_G015021	HVAEP1_T015021.1
HVAEP1_G015022	HVAEP1_T015022.1
HVAEP1_G015023	HVAEP1_T015023.1
HVAEP1_G015024	HVAEP1_T015024.1
HVAEP1_G015025	HVAEP1_T015025.1
HVAEP1_G015026	HVAEP1_T015026.1
HVAEP1_G015027	HVAEP1_T015027.1
HVAEP1_G015028	HVAEP1_T015028.1
HVAEP1_G015029	HVAEP1_T015029.1
HVAEP1_G015030	HVAEP1_T015030.1
HVAEP1_G015031	HVAEP1_T015031.1
HVAEP1_G015032	HVAEP1_T015032.1
HVAEP1_G015033	HVAEP1_T015033.1
HVAEP1_G015033	HVAEP1_T015033.2
HVAEP1_G015034	HVAEP1_T015034.1
HVAEP1_G015035	HVAEP1_T015035.1
HVAEP1_G015036	HVAEP1_T015036.1
HVAEP1_G015037	HVAEP1_T015037.1
HVAEP1_G015038	HVAEP1_T015038.1
HVAEP1_G015039	HVAEP1_T015039.1
HVAEP1_G015040	HVAEP1_T015040.1
HVAEP1_G015041	HVAEP1_T015041.1
HVAEP1_G015042	HVAEP1_T015042.1
HVAEP1_G015043	HVAEP1_T015043.1
HVAEP1_G015044	HVAEP1_T015044.1
HVAEP1_G015045	HVAEP1_T015045.1
HVAEP1_G015046	HVAEP1_T015046.1
HVAEP1_G015047	HVAEP1_T015047.1
HVAEP1_G015048	HVAEP1_T015048.1
HVAEP1_G015049	HVAEP1_T015049.1
HVAEP1_G015050	HVAEP1_T015050.1
HVAEP1_G015051	HVAEP1_T015051.1
HVAEP1_G015052	HVAEP1_T015052.1
HVAEP1_G015053	HVAEP1_T015053.1
HVAEP1_G015054	HVAEP1_T015054.1
HVAEP1_G015055	HVAEP1_T015055.1
HVAEP1_G015055	HVAEP1_T015055.2
HVAEP1_G015056	HVAEP1_T015056.1
HVAEP1_G015057	HVAEP1_T015057.1
HVAEP1_G015058	HVAEP1_T015058.1
HVAEP1_G015059	HVAEP1_T015059.1
HVAEP1_G015060	HVAEP1_T015060.1
HVAEP1_G015061	HVAEP1_T015061.1
HVAEP1_G015062	HVAEP1_T015062.1
HVAEP1_G015063	HVAEP1_T015063.1
HVAEP1_G015064	HVAEP1_T015064.1
HVAEP1_G015065	HVAEP1_T015065.1
HVAEP1_G015066	HVAEP1_T015066.1
HVAEP1_G015067	HVAEP1_T015067.1
HVAEP1_G015068	HVAEP1_T015068.1
HVAEP1_G015069	HVAEP1_T015069.1
HVAEP1_G015069	HVAEP1_T015069.2
HVAEP1_G015070	HVAEP1_T015070.1
HVAEP1_G015071	HVAEP1_T015071.1
HVAEP1_G015072	HVAEP1_T015072.1
HVAEP1_G015073	HVAEP1_T015073.1
HVAEP1_G015074	HVAEP1_T015074.1
HVAEP1_G015075	HVAEP1_T015075.1
HVAEP1_G015076	HVAEP1_T015076.1
HVAEP1_G015077	HVAEP1_T015077.1
HVAEP1_G015078	HVAEP1_T015078.1
HVAEP1_G015079	HVAEP1_T015079.1
HVAEP1_G015080	HVAEP1_T015080.1
HVAEP1_G015081	HVAEP1_T015081.1
HVAEP1_G015082	HVAEP1_T015082.1
HVAEP1_G015083	HVAEP1_T015083.1
HVAEP1_G015084	HVAEP1_T015084.1
HVAEP1_G015085	HVAEP1_T015085.1
HVAEP1_G015086	HVAEP1_T015086.1
HVAEP1_G015087	HVAEP1_T015087.1
HVAEP1_G015088	HVAEP1_T015088.1
HVAEP1_G015089	HVAEP1_T015089.1
HVAEP1_G015090	HVAEP1_T015090.1
HVAEP1_G015091	HVAEP1_T015091.1
HVAEP1_G015092	HVAEP1_T015092.1
HVAEP1_G015093	HVAEP1_T015093.1
HVAEP1_G015094	HVAEP1_T015094.1
HVAEP1_G015095	HVAEP1_T015095.1
HVAEP1_G015096	HVAEP1_T015096.1
HVAEP1_G015097	HVAEP1_T015097.1
HVAEP1_G015098	HVAEP1_T015098.1
HVAEP1_G015099	HVAEP1_T015099.1
HVAEP1_G015100	HVAEP1_T015100.1
HVAEP1_G015101	HVAEP1_T015101.1
HVAEP1_G015102	HVAEP1_T015102.1
HVAEP1_G015103	HVAEP1_T015103.1
HVAEP1_G015104	HVAEP1_T015104.1
HVAEP1_G015105	HVAEP1_T015105.1
HVAEP1_G015106	HVAEP1_T015106.1
HVAEP1_G015107	HVAEP1_T015107.1
HVAEP1_G015108	HVAEP1_T015108.1
HVAEP1_G015109	HVAEP1_T015109.1
HVAEP1_G015110	HVAEP1_T015110.1
HVAEP1_G015111	HVAEP1_T015111.1
HVAEP1_G015112	HVAEP1_T015112.1
HVAEP1_G015113	HVAEP1_T015113.1
HVAEP1_G015114	HVAEP1_T015114.1
HVAEP1_G015115	HVAEP1_T015115.1
HVAEP1_G015116	HVAEP1_T015116.1
HVAEP1_G015117	HVAEP1_T015117.1
HVAEP1_G015118	HVAEP1_T015118.1
HVAEP1_G015119	HVAEP1_T015119.1
HVAEP1_G015119	HVAEP1_T015119.2
HVAEP1_G015120	HVAEP1_T015120.1
HVAEP1_G015121	HVAEP1_T015121.1
HVAEP1_G015122	HVAEP1_T015122.1
HVAEP1_G015123	HVAEP1_T015123.1
HVAEP1_G015124	HVAEP1_T015124.1
HVAEP1_G015124	HVAEP1_T015124.2
HVAEP1_G015125	HVAEP1_T015125.1
HVAEP1_G015126	HVAEP1_T015126.1
HVAEP1_G015127	HVAEP1_T015127.1
HVAEP1_G015128	HVAEP1_T015128.1
HVAEP1_G015129	HVAEP1_T015129.1
HVAEP1_G015129	HVAEP1_T015129.2
HVAEP1_G015130	HVAEP1_T015130.1
HVAEP1_G015131	HVAEP1_T015131.1
HVAEP1_G015132	HVAEP1_T015132.1
HVAEP1_G015133	HVAEP1_T015133.1
HVAEP1_G015134	HVAEP1_T015134.1
HVAEP1_G015135	HVAEP1_T015135.1
HVAEP1_G015136	HVAEP1_T015136.1
HVAEP1_G015137	HVAEP1_T015137.1
HVAEP1_G015138	HVAEP1_T015138.1
HVAEP1_G015139	HVAEP1_T015139.1
HVAEP1_G015140	HVAEP1_T015140.1
HVAEP1_G015141	HVAEP1_T015141.1
HVAEP1_G015142	HVAEP1_T015142.1
HVAEP1_G015143	HVAEP1_T015143.1
HVAEP1_G015144	HVAEP1_T015144.1
HVAEP1_G015144	HVAEP1_T015144.2
HVAEP1_G015145	HVAEP1_T015145.1
HVAEP1_G015146	HVAEP1_T015146.1
HVAEP1_G015147	HVAEP1_T015147.1
HVAEP1_G015148	HVAEP1_T015148.1
HVAEP1_G015149	HVAEP1_T015149.1
HVAEP1_G015150	HVAEP1_T015150.1
HVAEP1_G015151	HVAEP1_T015151.1
HVAEP1_G015152	HVAEP1_T015152.1
HVAEP1_G015153	HVAEP1_T015153.1
HVAEP1_G015154	HVAEP1_T015154.1
HVAEP1_G015155	HVAEP1_T015155.1
HVAEP1_G015156	HVAEP1_T015156.1
HVAEP1_G015157	HVAEP1_T015157.1
HVAEP1_G015158	HVAEP1_T015158.1
HVAEP1_G015159	HVAEP1_T015159.1
HVAEP1_G015160	HVAEP1_T015160.1
HVAEP1_G015160	HVAEP1_T015160.2
HVAEP1_G015161	HVAEP1_T015161.1
HVAEP1_G015162	HVAEP1_T015162.1
HVAEP1_G015163	HVAEP1_T015163.1
HVAEP1_G015164	HVAEP1_T015164.1
HVAEP1_G015165	HVAEP1_T015165.1
HVAEP1_G015166	HVAEP1_T015166.1
HVAEP1_G015167	HVAEP1_T015167.1
HVAEP1_G015168	HVAEP1_T015168.1
HVAEP1_G015169	HVAEP1_T015169.1
HVAEP1_G015170	HVAEP1_T015170.1
HVAEP1_G015171	HVAEP1_T015171.1
HVAEP1_G015172	HVAEP1_T015172.1
HVAEP1_G015173	HVAEP1_T015173.1
HVAEP1_G015174	HVAEP1_T015174.1
HVAEP1_G015175	HVAEP1_T015175.1
HVAEP1_G015176	HVAEP1_T015176.1
HVAEP1_G015177	HVAEP1_T015177.1
HVAEP1_G015178	HVAEP1_T015178.1
HVAEP1_G015179	HVAEP1_T015179.1
HVAEP1_G015180	HVAEP1_T015180.1
HVAEP1_G015181	HVAEP1_T015181.1
HVAEP1_G015182	HVAEP1_T015182.1
HVAEP1_G015183	HVAEP1_T015183.1
HVAEP1_G015184	HVAEP1_T015184.1
HVAEP1_G015185	HVAEP1_T015185.1
HVAEP1_G015186	HVAEP1_T015186.1
HVAEP1_G015186	HVAEP1_T015186.2
HVAEP1_G015187	HVAEP1_T015187.1
HVAEP1_G015188	HVAEP1_T015188.1
HVAEP1_G015188	HVAEP1_T015188.2
HVAEP1_G015189	HVAEP1_T015189.1
HVAEP1_G015190	HVAEP1_T015190.1
HVAEP1_G015190	HVAEP1_T015190.2
HVAEP1_G015191	HVAEP1_T015191.1
HVAEP1_G015192	HVAEP1_T015192.1
HVAEP1_G015193	HVAEP1_T015193.1
HVAEP1_G015194	HVAEP1_T015194.1
HVAEP1_G015194	HVAEP1_T015194.2
HVAEP1_G015194	HVAEP1_T015194.3
HVAEP1_G015195	HVAEP1_T015195.1
HVAEP1_G015196	HVAEP1_T015196.1
HVAEP1_G015196	HVAEP1_T015196.2
HVAEP1_G015197	HVAEP1_T015197.1
HVAEP1_G015198	HVAEP1_T015198.1
HVAEP1_G015199	HVAEP1_T015199.1
HVAEP1_G015200	HVAEP1_T015200.1
HVAEP1_G015201	HVAEP1_T015201.1
HVAEP1_G015201	HVAEP1_T015201.2
HVAEP1_G015202	HVAEP1_T015202.1
HVAEP1_G015203	HVAEP1_T015203.1
HVAEP1_G015204	HVAEP1_T015204.1
HVAEP1_G015205	HVAEP1_T015205.1
HVAEP1_G015206	HVAEP1_T015206.1
HVAEP1_G015207	HVAEP1_T015207.1
HVAEP1_G015208	HVAEP1_T015208.1
HVAEP1_G015209	HVAEP1_T015209.1
HVAEP1_G015210	HVAEP1_T015210.1
HVAEP1_G015211	HVAEP1_T015211.1
HVAEP1_G015212	HVAEP1_T015212.1
HVAEP1_G015213	HVAEP1_T015213.1
HVAEP1_G015214	HVAEP1_T015214.1
HVAEP1_G015215	HVAEP1_T015215.1
HVAEP1_G015216	HVAEP1_T015216.1
HVAEP1_G015217	HVAEP1_T015217.1
HVAEP1_G015218	HVAEP1_T015218.1
HVAEP1_G015219	HVAEP1_T015219.1
HVAEP1_G015220	HVAEP1_T015220.1
HVAEP1_G015221	HVAEP1_T015221.1
HVAEP1_G015221	HVAEP1_T015221.2
HVAEP1_G015222	HVAEP1_T015222.1
HVAEP1_G015223	HVAEP1_T015223.1
HVAEP1_G015224	HVAEP1_T015224.1
HVAEP1_G015225	HVAEP1_T015225.1
HVAEP1_G015226	HVAEP1_T015226.1
HVAEP1_G015227	HVAEP1_T015227.1
HVAEP1_G015228	HVAEP1_T015228.1
HVAEP1_G015229	HVAEP1_T015229.1
HVAEP1_G015230	HVAEP1_T015230.1
HVAEP1_G015231	HVAEP1_T015231.1
HVAEP1_G015232	HVAEP1_T015232.1
HVAEP1_G015233	HVAEP1_T015233.1
HVAEP1_G015234	HVAEP1_T015234.1
HVAEP1_G015235	HVAEP1_T015235.1
HVAEP1_G015236	HVAEP1_T015236.1
HVAEP1_G015237	HVAEP1_T015237.1
HVAEP1_G015238	HVAEP1_T015238.1
HVAEP1_G015238	HVAEP1_T015238.2
HVAEP1_G015238	HVAEP1_T015238.3
HVAEP1_G015238	HVAEP1_T015238.4
HVAEP1_G015239	HVAEP1_T015239.1
HVAEP1_G015240	HVAEP1_T015240.1
HVAEP1_G015241	HVAEP1_T015241.1
HVAEP1_G015242	HVAEP1_T015242.1
HVAEP1_G015243	HVAEP1_T015243.1
HVAEP1_G015244	HVAEP1_T015244.1
HVAEP1_G015245	HVAEP1_T015245.1
HVAEP1_G015246	HVAEP1_T015246.1
HVAEP1_G015247	HVAEP1_T015247.1
HVAEP1_G015248	HVAEP1_T015248.1
HVAEP1_G015249	HVAEP1_T015249.1
HVAEP1_G015250	HVAEP1_T015250.1
HVAEP1_G015251	HVAEP1_T015251.1
HVAEP1_G015252	HVAEP1_T015252.1
HVAEP1_G015253	HVAEP1_T015253.1
HVAEP1_G015254	HVAEP1_T015254.1
HVAEP1_G015255	HVAEP1_T015255.1
HVAEP1_G015256	HVAEP1_T015256.1
HVAEP1_G015257	HVAEP1_T015257.1
HVAEP1_G015258	HVAEP1_T015258.1
HVAEP1_G015259	HVAEP1_T015259.1
HVAEP1_G015260	HVAEP1_T015260.1
HVAEP1_G015261	HVAEP1_T015261.1
HVAEP1_G015262	HVAEP1_T015262.1
HVAEP1_G015263	HVAEP1_T015263.1
HVAEP1_G015264	HVAEP1_T015264.1
HVAEP1_G015264	HVAEP1_T015264.2
HVAEP1_G015264	HVAEP1_T015264.3
HVAEP1_G015264	HVAEP1_T015264.4
HVAEP1_G015265	HVAEP1_T015265.1
HVAEP1_G015266	HVAEP1_T015266.1
HVAEP1_G015267	HVAEP1_T015267.1
HVAEP1_G015267	HVAEP1_T015267.2
HVAEP1_G015268	HVAEP1_T015268.1
HVAEP1_G015269	HVAEP1_T015269.1
HVAEP1_G015270	HVAEP1_T015270.1
HVAEP1_G015271	HVAEP1_T015271.1
HVAEP1_G015272	HVAEP1_T015272.1
HVAEP1_G015272	HVAEP1_T015272.2
HVAEP1_G015272	HVAEP1_T015272.3
HVAEP1_G015272	HVAEP1_T015272.4
HVAEP1_G015273	HVAEP1_T015273.1
HVAEP1_G015274	HVAEP1_T015274.1
HVAEP1_G015275	HVAEP1_T015275.1
HVAEP1_G015276	HVAEP1_T015276.1
HVAEP1_G015277	HVAEP1_T015277.1
HVAEP1_G015278	HVAEP1_T015278.1
HVAEP1_G015279	HVAEP1_T015279.1
HVAEP1_G015280	HVAEP1_T015280.1
HVAEP1_G015281	HVAEP1_T015281.1
HVAEP1_G015282	HVAEP1_T015282.1
HVAEP1_G015283	HVAEP1_T015283.1
HVAEP1_G015284	HVAEP1_T015284.1
HVAEP1_G015285	HVAEP1_T015285.1
HVAEP1_G015286	HVAEP1_T015286.1
HVAEP1_G015287	HVAEP1_T015287.1
HVAEP1_G015287	HVAEP1_T015287.2
HVAEP1_G015287	HVAEP1_T015287.3
HVAEP1_G015288	HVAEP1_T015288.1
HVAEP1_G015288	HVAEP1_T015288.2
HVAEP1_G015288	HVAEP1_T015288.3
HVAEP1_G015288	HVAEP1_T015288.4
HVAEP1_G015289	HVAEP1_T015289.1
HVAEP1_G015290	HVAEP1_T015290.1
HVAEP1_G015291	HVAEP1_T015291.1
HVAEP1_G015292	HVAEP1_T015292.1
HVAEP1_G015293	HVAEP1_T015293.1
HVAEP1_G015293	HVAEP1_T015293.2
HVAEP1_G015293	HVAEP1_T015293.3
HVAEP1_G015294	HVAEP1_T015294.1
HVAEP1_G015295	HVAEP1_T015295.1
HVAEP1_G015296	HVAEP1_T015296.1
HVAEP1_G015297	HVAEP1_T015297.1
HVAEP1_G015298	HVAEP1_T015298.1
HVAEP1_G015299	HVAEP1_T015299.1
HVAEP1_G015299	HVAEP1_T015299.2
HVAEP1_G015300	HVAEP1_T015300.1
HVAEP1_G015300	HVAEP1_T015300.2
HVAEP1_G015301	HVAEP1_T015301.1
HVAEP1_G015301	HVAEP1_T015301.2
HVAEP1_G015302	HVAEP1_T015302.1
HVAEP1_G015303	HVAEP1_T015303.1
HVAEP1_G015304	HVAEP1_T015304.1
HVAEP1_G015305	HVAEP1_T015305.1
HVAEP1_G015305	HVAEP1_T015305.2
HVAEP1_G015306	HVAEP1_T015306.1
HVAEP1_G015306	HVAEP1_T015306.2
HVAEP1_G015306	HVAEP1_T015306.3
HVAEP1_G015307	HVAEP1_T015307.1
HVAEP1_G015308	HVAEP1_T015308.1
HVAEP1_G015309	HVAEP1_T015309.1
HVAEP1_G015310	HVAEP1_T015310.1
HVAEP1_G015311	HVAEP1_T015311.1
HVAEP1_G015312	HVAEP1_T015312.1
HVAEP1_G015313	HVAEP1_T015313.1
HVAEP1_G015314	HVAEP1_T015314.1
HVAEP1_G015315	HVAEP1_T015315.1
HVAEP1_G015316	HVAEP1_T015316.1
HVAEP1_G015317	HVAEP1_T015317.1
HVAEP1_G015318	HVAEP1_T015318.1
HVAEP1_G015319	HVAEP1_T015319.1
HVAEP1_G015320	HVAEP1_T015320.1
HVAEP1_G015320	HVAEP1_T015320.2
HVAEP1_G015321	HVAEP1_T015321.1
HVAEP1_G015322	HVAEP1_T015322.1
HVAEP1_G015322	HVAEP1_T015322.2
HVAEP1_G015323	HVAEP1_T015323.1
HVAEP1_G015324	HVAEP1_T015324.1
HVAEP1_G015325	HVAEP1_T015325.1
HVAEP1_G015326	HVAEP1_T015326.1
HVAEP1_G015327	HVAEP1_T015327.1
HVAEP1_G015328	HVAEP1_T015328.1
HVAEP1_G015328	HVAEP1_T015328.2
HVAEP1_G015329	HVAEP1_T015329.1
HVAEP1_G015329	HVAEP1_T015329.2
HVAEP1_G015330	HVAEP1_T015330.1
HVAEP1_G015331	HVAEP1_T015331.1
HVAEP1_G015332	HVAEP1_T015332.1
HVAEP1_G015332	HVAEP1_T015332.2
HVAEP1_G015332	HVAEP1_T015332.3
HVAEP1_G015333	HVAEP1_T015333.1
HVAEP1_G015333	HVAEP1_T015333.2
HVAEP1_G015334	HVAEP1_T015334.1
HVAEP1_G015335	HVAEP1_T015335.1
HVAEP1_G015336	HVAEP1_T015336.1
HVAEP1_G015337	HVAEP1_T015337.1
HVAEP1_G015338	HVAEP1_T015338.1
HVAEP1_G015339	HVAEP1_T015339.1
HVAEP1_G015340	HVAEP1_T015340.1
HVAEP1_G015341	HVAEP1_T015341.1
HVAEP1_G015342	HVAEP1_T015342.1
HVAEP1_G015343	HVAEP1_T015343.1
HVAEP1_G015344	HVAEP1_T015344.1
HVAEP1_G015345	HVAEP1_T015345.1
HVAEP1_G015346	HVAEP1_T015346.1
HVAEP1_G015347	HVAEP1_T015347.1
HVAEP1_G015348	HVAEP1_T015348.1
HVAEP1_G015349	HVAEP1_T015349.1
HVAEP1_G015350	HVAEP1_T015350.1
HVAEP1_G015351	HVAEP1_T015351.1
HVAEP1_G015352	HVAEP1_T015352.1
HVAEP1_G015353	HVAEP1_T015353.1
HVAEP1_G015354	HVAEP1_T015354.1
HVAEP1_G015355	HVAEP1_T015355.1
HVAEP1_G015356	HVAEP1_T015356.1
HVAEP1_G015357	HVAEP1_T015357.1
HVAEP1_G015358	HVAEP1_T015358.1
HVAEP1_G015359	HVAEP1_T015359.1
HVAEP1_G015360	HVAEP1_T015360.1
HVAEP1_G015361	HVAEP1_T015361.1
HVAEP1_G015361	HVAEP1_T015361.2
HVAEP1_G015361	HVAEP1_T015361.3
HVAEP1_G015361	HVAEP1_T015361.4
HVAEP1_G015362	HVAEP1_T015362.1
HVAEP1_G015363	HVAEP1_T015363.1
HVAEP1_G015364	HVAEP1_T015364.1
HVAEP1_G015365	HVAEP1_T015365.1
HVAEP1_G015366	HVAEP1_T015366.1
HVAEP1_G015367	HVAEP1_T015367.1
HVAEP1_G015368	HVAEP1_T015368.1
HVAEP1_G015369	HVAEP1_T015369.1
HVAEP1_G015370	HVAEP1_T015370.1
HVAEP1_G015371	HVAEP1_T015371.1
HVAEP1_G015371	HVAEP1_T015371.2
HVAEP1_G015371	HVAEP1_T015371.3
HVAEP1_G015372	HVAEP1_T015372.1
HVAEP1_G015373	HVAEP1_T015373.1
HVAEP1_G015373	HVAEP1_T015373.2
HVAEP1_G015374	HVAEP1_T015374.1
HVAEP1_G015375	HVAEP1_T015375.1
HVAEP1_G015376	HVAEP1_T015376.1
HVAEP1_G015377	HVAEP1_T015377.1
HVAEP1_G015378	HVAEP1_T015378.1
HVAEP1_G015379	HVAEP1_T015379.1
HVAEP1_G015380	HVAEP1_T015380.1
HVAEP1_G015381	HVAEP1_T015381.1
HVAEP1_G015382	HVAEP1_T015382.1
HVAEP1_G015382	HVAEP1_T015382.2
HVAEP1_G015383	HVAEP1_T015383.1
HVAEP1_G015384	HVAEP1_T015384.1
HVAEP1_G015385	HVAEP1_T015385.1
HVAEP1_G015386	HVAEP1_T015386.1
HVAEP1_G015387	HVAEP1_T015387.1
HVAEP1_G015388	HVAEP1_T015388.1
HVAEP1_G015389	HVAEP1_T015389.1
HVAEP1_G015389	HVAEP1_T015389.2
HVAEP1_G015390	HVAEP1_T015390.1
HVAEP1_G015391	HVAEP1_T015391.1
HVAEP1_G015391	HVAEP1_T015391.2
HVAEP1_G015392	HVAEP1_T015392.1
HVAEP1_G015393	HVAEP1_T015393.1
HVAEP1_G015394	HVAEP1_T015394.1
HVAEP1_G015394	HVAEP1_T015394.2
HVAEP1_G015394	HVAEP1_T015394.3
HVAEP1_G015394	HVAEP1_T015394.4
HVAEP1_G015394	HVAEP1_T015394.5
HVAEP1_G015394	HVAEP1_T015394.6
HVAEP1_G015395	HVAEP1_T015395.1
HVAEP1_G015396	HVAEP1_T015396.1
HVAEP1_G015397	HVAEP1_T015397.1
HVAEP1_G015397	HVAEP1_T015397.2
HVAEP1_G015397	HVAEP1_T015397.3
HVAEP1_G015398	HVAEP1_T015398.1
HVAEP1_G015399	HVAEP1_T015399.1
HVAEP1_G015400	HVAEP1_T015400.1
HVAEP1_G015401	HVAEP1_T015401.1
HVAEP1_G015402	HVAEP1_T015402.1
HVAEP1_G015402	HVAEP1_T015402.2
HVAEP1_G015403	HVAEP1_T015403.1
HVAEP1_G015404	HVAEP1_T015404.1
HVAEP1_G015405	HVAEP1_T015405.1
HVAEP1_G015406	HVAEP1_T015406.1
HVAEP1_G015407	HVAEP1_T015407.1
HVAEP1_G015408	HVAEP1_T015408.1
HVAEP1_G015409	HVAEP1_T015409.1
HVAEP1_G015410	HVAEP1_T015410.1
HVAEP1_G015410	HVAEP1_T015410.2
HVAEP1_G015411	HVAEP1_T015411.1
HVAEP1_G015412	HVAEP1_T015412.1
HVAEP1_G015412	HVAEP1_T015412.2
HVAEP1_G015412	HVAEP1_T015412.3
HVAEP1_G015413	HVAEP1_T015413.1
HVAEP1_G015413	HVAEP1_T015413.2
HVAEP1_G015413	HVAEP1_T015413.3
HVAEP1_G015413	HVAEP1_T015413.4
HVAEP1_G015414	HVAEP1_T015414.1
HVAEP1_G015415	HVAEP1_T015415.1
HVAEP1_G015415	HVAEP1_T015415.2
HVAEP1_G015415	HVAEP1_T015415.3
HVAEP1_G015415	HVAEP1_T015415.4
HVAEP1_G015415	HVAEP1_T015415.5
HVAEP1_G015415	HVAEP1_T015415.6
HVAEP1_G015416	HVAEP1_T015416.1
HVAEP1_G015417	HVAEP1_T015417.1
HVAEP1_G015417	HVAEP1_T015417.2
HVAEP1_G015418	HVAEP1_T015418.1
HVAEP1_G015419	HVAEP1_T015419.1
HVAEP1_G015420	HVAEP1_T015420.1
HVAEP1_G015421	HVAEP1_T015421.1
HVAEP1_G015422	HVAEP1_T015422.1
HVAEP1_G015423	HVAEP1_T015423.1
HVAEP1_G015424	HVAEP1_T015424.1
HVAEP1_G015425	HVAEP1_T015425.1
HVAEP1_G015426	HVAEP1_T015426.1
HVAEP1_G015427	HVAEP1_T015427.1
HVAEP1_G015428	HVAEP1_T015428.1
HVAEP1_G015428	HVAEP1_T015428.2
HVAEP1_G015429	HVAEP1_T015429.1
HVAEP1_G015430	HVAEP1_T015430.1
HVAEP1_G015431	HVAEP1_T015431.1
HVAEP1_G015432	HVAEP1_T015432.1
HVAEP1_G015433	HVAEP1_T015433.1
HVAEP1_G015434	HVAEP1_T015434.1
HVAEP1_G015435	HVAEP1_T015435.1
HVAEP1_G015436	HVAEP1_T015436.1
HVAEP1_G015437	HVAEP1_T015437.1
HVAEP1_G015438	HVAEP1_T015438.1
HVAEP1_G015439	HVAEP1_T015439.1
HVAEP1_G015440	HVAEP1_T015440.1
HVAEP1_G015441	HVAEP1_T015441.1
HVAEP1_G015442	HVAEP1_T015442.1
HVAEP1_G015443	HVAEP1_T015443.1
HVAEP1_G015443	HVAEP1_T015443.2
HVAEP1_G015443	HVAEP1_T015443.3
HVAEP1_G015444	HVAEP1_T015444.1
HVAEP1_G015445	HVAEP1_T015445.1
HVAEP1_G015446	HVAEP1_T015446.1
HVAEP1_G015447	HVAEP1_T015447.1
HVAEP1_G015447	HVAEP1_T015447.2
HVAEP1_G015448	HVAEP1_T015448.1
HVAEP1_G015449	HVAEP1_T015449.1
HVAEP1_G015450	HVAEP1_T015450.1
HVAEP1_G015451	HVAEP1_T015451.1
HVAEP1_G015452	HVAEP1_T015452.1
HVAEP1_G015453	HVAEP1_T015453.1
HVAEP1_G015454	HVAEP1_T015454.1
HVAEP1_G015454	HVAEP1_T015454.2
HVAEP1_G015455	HVAEP1_T015455.1
HVAEP1_G015455	HVAEP1_T015455.2
HVAEP1_G015456	HVAEP1_T015456.1
HVAEP1_G015457	HVAEP1_T015457.1
HVAEP1_G015458	HVAEP1_T015458.1
HVAEP1_G015459	HVAEP1_T015459.1
HVAEP1_G015460	HVAEP1_T015460.1
HVAEP1_G015461	HVAEP1_T015461.1
HVAEP1_G015462	HVAEP1_T015462.1
HVAEP1_G015463	HVAEP1_T015463.1
HVAEP1_G015464	HVAEP1_T015464.1
HVAEP1_G015464	HVAEP1_T015464.2
HVAEP1_G015465	HVAEP1_T015465.1
HVAEP1_G015466	HVAEP1_T015466.1
HVAEP1_G015467	HVAEP1_T015467.1
HVAEP1_G015468	HVAEP1_T015468.1
HVAEP1_G015469	HVAEP1_T015469.1
HVAEP1_G015470	HVAEP1_T015470.1
HVAEP1_G015471	HVAEP1_T015471.1
HVAEP1_G015472	HVAEP1_T015472.1
